prefix,operator,operator_group,service_type,orbit_class,origin_asn,geoip_country,geoip_region,geoip_city,geoip_source,pop_code,pop_iata,bgp_state,ground_station_claim,active_user_claim,quality_flags,attribution_confidence,geo_confidence,first_seen,last_seen,changed_at,change_type,previous_bgp_state,previous_origin_asn,previous_operator,previous_pop_code,previous_geoip_country,previous_geoip_region,previous_geoip_city
143.105.79.0/24,starlink,spacex,satellite_internet,leo,,CL,CL-RM,Santiago,starlink_feed_csv,sntochl1,scl,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.8.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.8.0/24,starlink,spacex,satellite_internet,leo,,CA,CA-AB,Calgary,starlink_feed_csv,sttlwax1,sea,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.80.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.80.0/24,starlink,spacex,satellite_internet,leo,,UA,UA-30,Kyiv,starlink_feed_csv,wrswpol1,waw,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.81.0/24,starlink,spacex,satellite_internet,leo,,UA,UA-30,Kyiv,starlink_feed_csv,wrswpol1,waw,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.82.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.82.0/24,starlink,spacex,satellite_internet,leo,,BR,BR-CE,Fortaleza,starlink_feed_csv,frtabra1,for,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.83.0/24,starlink,spacex,satellite_internet,leo,,BR,BR-CE,Fortaleza,starlink_feed_csv,frtabra1,for,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.84.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.84.0/24,starlink,spacex,satellite_internet,leo,,US,US-TX,Dallas,starlink_feed_csv,dllstxx1,dfw,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.85.0/24,starlink,spacex,satellite_internet,leo,,US,US-TX,Dallas,starlink_feed_csv,dllstxx1,dfw,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.86.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.86.0/24,starlink,spacex,satellite_internet,leo,,AR,AR-C,Buenos Aires,starlink_feed_csv,bnssarg1,eze,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.87.0/24,starlink,spacex,satellite_internet,leo,,AR,AR-C,Buenos Aires,starlink_feed_csv,bnssarg1,eze,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.88.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.88.0/24,starlink,spacex,satellite_internet,leo,,US,US-CO,Denver,starlink_feed_csv,dnvrcox1,den,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.89.0/24,starlink,spacex,satellite_internet,leo,,US,US-CO,Denver,starlink_feed_csv,dnvrcox1,den,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.9.0/24,starlink,spacex,satellite_internet,leo,,CA,CA-AB,Calgary,starlink_feed_csv,sttlwax1,sea,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.90.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.90.0/24,starlink,spacex,satellite_internet,leo,,US,US-CA,Los Angeles,starlink_feed_csv,lsancax1,lax,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.91.0/24,starlink,spacex,satellite_internet,leo,,US,US-CA,Los Angeles,starlink_feed_csv,lsancax1,lax,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.92.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.92.0/24,starlink,spacex,satellite_internet,leo,,CA,CA-AB,Calgary,starlink_feed_csv,clgycan1,yyc,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.93.0/24,starlink,spacex,satellite_internet,leo,,CA,CA-AB,Calgary,starlink_feed_csv,clgycan1,yyc,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.94.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-12,2026-08-12,2026-06-12T08:01:30Z,unchanged,,,,,,,
143.105.94.0/24,starlink,spacex,satellite_internet,leo,,CM,CM-CE,Yaoundé,starlink_feed_csv,lgosnga1,los,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-06-12,2026-08-12,2026-07-22T06:07:03Z,unchanged,,,,,,,
143.105.95.0/24,starlink,spacex,satellite_internet,leo,,CM,CM-CE,Yaoundé,starlink_feed_csv,lgosnga1,los,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-06-12,2026-08-12,2026-07-22T06:07:03Z,unchanged,,,,,,,
143.105.96.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.96.0/24,starlink,spacex,satellite_internet,leo,,AR,AR-C,Buenos Aires,starlink_feed_csv,sntochl1,scl,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.97.0/24,starlink,spacex,satellite_internet,leo,,AR,AR-C,Buenos Aires,starlink_feed_csv,sntochl1,scl,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,2026-06-12T08:01:30Z,unchanged,,,,,,,
143.105.98.0/23,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.98.0/24,starlink,spacex,satellite_internet,leo,,CO,CO-DC,Bogota,starlink_feed_csv,bgtacol1,bog,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.105.99.0/24,starlink,spacex,satellite_internet,leo,,CO,CO-DC,Bogota,starlink_feed_csv,bgtacol1,bog,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_present ptr_missing],0.925,0.750,2026-05-25,2026-08-12,2026-08-09T04:36:21Z,unchanged,,,,,,,
143.131.0.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.1.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.10.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.11.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.12.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.13.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.14.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.15.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.2.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.3.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.4.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.5.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.6.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.7.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
143.131.8.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-08-12,2026-08-12,2026-08-12T05:01:56Z,new,,,,,,,
143.131.9.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.100.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.101.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.102.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.103.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.104.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.105.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.106.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.107.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.108.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.109.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.110.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.111.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.112.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.113.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.114.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.115.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.116.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.117.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.118.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.119.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.120.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.121.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.122.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.123.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.124.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.125.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.126.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.127.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.64.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.65.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.66.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.67.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.68.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.69.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.70.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.71.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.72.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.73.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.74.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.75.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.76.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.77.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.78.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.79.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.80.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.81.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.82.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.83.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.84.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.85.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.86.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.87.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.96.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.97.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.98.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.126.99.0/24,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
144.6.0.0/16,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.100.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.104.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.108.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.112.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.116.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.12.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.120.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
144.6.124.0/22,nbn_sky_muster,nbn,satellite_internet,geo,4764,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
