prefix,operator,operator_group,service_type,orbit_class,origin_asn,geoip_country,geoip_region,geoip_city,geoip_source,pop_code,pop_iata,bgp_state,ground_station_claim,active_user_claim,quality_flags,attribution_confidence,geo_confidence,first_seen,last_seen,changed_at,change_type,previous_bgp_state,previous_origin_asn,previous_operator,previous_pop_code,previous_geoip_country,previous_geoip_region,previous_geoip_city
2605:59ca:9300::/40,starlink,spacex,satellite_internet,leo,14593,BL,,Gustavia,starlink_feed_csv,mmmiflx1,mia,announced,false,true,[geoip_valid bgp_announced pop_present ptr_missing origin_asn_expected],0.985,0.750,2026-05-25,2026-08-12,,unchanged,,,,,,,
2605:cd00::/32,itc_global,panasonic,satellite_service_provider,geo,53907,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
2606:ee40:aff8::/48,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
2607:f668::/32,intelsat,intelsat,satellite_internet,geo_or_multi_orbit,22351,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:0:2280::/48,caprock,speedcast,satellite_service_provider,geo,14264,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
2620:134:b054:100::12/128,starlink,spacex,satellite_internet,leo,,PH,PH-00,Manila,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::13/128,starlink,spacex,satellite_internet,leo,,PH,PH-00,Manila,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::14/128,starlink,spacex,satellite_internet,leo,,BR,BR-SP,Sao Paulo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::15/128,starlink,spacex,satellite_internet,leo,,BR,BR-SP,Sao Paulo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::16/128,starlink,spacex,satellite_internet,leo,,GR,GR-I,Athens,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::17/128,starlink,spacex,satellite_internet,leo,,GR,GR-I,Athens,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::18/128,starlink,spacex,satellite_internet,leo,,CL,CL-RM,Santiago,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::19/128,starlink,spacex,satellite_internet,leo,,CL,CL-RM,Santiago,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::20/128,starlink,spacex,satellite_internet,leo,,MV,MV-MLE,Malé,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::21/128,starlink,spacex,satellite_internet,leo,,MV,MV-MLE,Malé,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::22/128,starlink,spacex,satellite_internet,leo,,ID,ID-JK,Jakarta,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::23/128,starlink,spacex,satellite_internet,leo,,ID,ID-JK,Jakarta,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::24/128,starlink,spacex,satellite_internet,leo,,LT,LT-VL,Vilnius,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::25/128,starlink,spacex,satellite_internet,leo,,LT,LT-VL,Vilnius,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::26/128,starlink,spacex,satellite_internet,leo,,AU,AU-NSW,Sydney,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::27/128,starlink,spacex,satellite_internet,leo,,AU,AU-NSW,Sydney,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::28/128,starlink,spacex,satellite_internet,leo,,NG,NG-LA,Lagos,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::29/128,starlink,spacex,satellite_internet,leo,,NG,NG-LA,Lagos,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::30/128,starlink,spacex,satellite_internet,leo,,AR,AR-C,Buenos Aires,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::31/128,starlink,spacex,satellite_internet,leo,,AR,AR-C,Buenos Aires,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::32/128,starlink,spacex,satellite_internet,leo,,CO,CO-DC,Bogota,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::33/128,starlink,spacex,satellite_internet,leo,,CO,CO-DC,Bogota,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::34/128,starlink,spacex,satellite_internet,leo,,EC,EC-P,Quito,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::35/128,starlink,spacex,satellite_internet,leo,,EC,EC-P,Quito,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::36/128,starlink,spacex,satellite_internet,leo,,UY,UY-MO,Montevideo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::37/128,starlink,spacex,satellite_internet,leo,,UY,UY-MO,Montevideo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::38/128,starlink,spacex,satellite_internet,leo,,AM,AM-ER,Yerevan,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::39/128,starlink,spacex,satellite_internet,leo,,AM,AM-ER,Yerevan,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::40/128,starlink,spacex,satellite_internet,leo,,AZ,AZ-BA,Baku,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::41/128,starlink,spacex,satellite_internet,leo,,AZ,AZ-BA,Baku,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::42/128,starlink,spacex,satellite_internet,leo,,PT,PT-11,Lisbon,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::43/128,starlink,spacex,satellite_internet,leo,,PT,PT-11,Lisbon,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::44/128,starlink,spacex,satellite_internet,leo,,MG,MG-T,Antananarivo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::45/128,starlink,spacex,satellite_internet,leo,,MG,MG-T,Antananarivo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::46/128,starlink,spacex,satellite_internet,leo,,AL,AL-11,Tirana,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::47/128,starlink,spacex,satellite_internet,leo,,AL,AL-11,Tirana,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::48/128,starlink,spacex,satellite_internet,leo,,NO,NO-03,Oslo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::49/128,starlink,spacex,satellite_internet,leo,,NO,NO-03,Oslo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::50/128,starlink,spacex,satellite_internet,leo,,BJ,BJ-OU,Porto-Novo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::51/128,starlink,spacex,satellite_internet,leo,,BJ,BJ-OU,Porto-Novo,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::52/128,starlink,spacex,satellite_internet,leo,,MN,MN-1,Ulaanbaatar,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::53/128,starlink,spacex,satellite_internet,leo,,MN,MN-1,Ulaanbaatar,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::54/128,starlink,spacex,satellite_internet,leo,,PE,PE-LMA,Lima,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::55/128,starlink,spacex,satellite_internet,leo,,PE,PE-LMA,Lima,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::56/128,starlink,spacex,satellite_internet,leo,,MK,MK-814,Skopje,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::57/128,starlink,spacex,satellite_internet,leo,,MK,MK-814,Skopje,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::58/128,starlink,spacex,satellite_internet,leo,,IT,IT-25,Milan,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::59/128,starlink,spacex,satellite_internet,leo,,IT,IT-25,Milan,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::60/128,starlink,spacex,satellite_internet,leo,,IN,IN-MH,Mumbai,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::61/128,starlink,spacex,satellite_internet,leo,,IN,IN-MH,Mumbai,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::62/128,starlink,spacex,satellite_internet,leo,,SO,SO-BN,Mogadishu,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::63/128,starlink,spacex,satellite_internet,leo,,SO,SO-BN,Mogadishu,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::64/128,starlink,spacex,satellite_internet,leo,,DE,DE-BE,Berlin,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::65/128,starlink,spacex,satellite_internet,leo,,DE,DE-BE,Berlin,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::66/128,starlink,spacex,satellite_internet,leo,,BE,BE-BRU,Brussels,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::67/128,starlink,spacex,satellite_internet,leo,,BE,BE-BRU,Brussels,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::68/128,starlink,spacex,satellite_internet,leo,,LI,LI-11,Vaduz,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::69/128,starlink,spacex,satellite_internet,leo,,LI,LI-11,Vaduz,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::70/128,starlink,spacex,satellite_internet,leo,,SK,SK-BL,Bratislava,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::71/128,starlink,spacex,satellite_internet,leo,,SK,SK-BL,Bratislava,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::72/128,starlink,spacex,satellite_internet,leo,,LV,LV-RIX,Riga,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::73/128,starlink,spacex,satellite_internet,leo,,LV,LV-RIX,Riga,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::74/128,starlink,spacex,satellite_internet,leo,,PY,PY-ASU,Asuncion,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::75/128,starlink,spacex,satellite_internet,leo,,PY,PY-ASU,Asuncion,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::78/128,starlink,spacex,satellite_internet,leo,,KW,KW-KU,Kuwait City,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::79/128,starlink,spacex,satellite_internet,leo,,KW,KW-KU,Kuwait City,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:134:b054:100::80/128,starlink,spacex,satellite_internet,leo,,ES,ES-MD,Madrid,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::81/128,starlink,spacex,satellite_internet,leo,,ES,ES-MD,Madrid,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::82/128,starlink,spacex,satellite_internet,leo,,PG,PG-NCD,Port Moresby,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::83/128,starlink,spacex,satellite_internet,leo,,PG,PG-NCD,Port Moresby,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::84/128,starlink,spacex,satellite_internet,leo,,NZ,NZ-AUK,Auckland,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::85/128,starlink,spacex,satellite_internet,leo,,NZ,NZ-AUK,Auckland,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::86/128,starlink,spacex,satellite_internet,leo,,TO,TO-04,Nuku'alofa,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::87/128,starlink,spacex,satellite_internet,leo,,TO,TO-04,Nuku'alofa,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::88/128,starlink,spacex,satellite_internet,leo,,WS,WS-TU,Apia,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::89/128,starlink,spacex,satellite_internet,leo,,WS,WS-TU,Apia,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::90/128,starlink,spacex,satellite_internet,leo,,VU,VU-SEE,Port-Vila,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::91/128,starlink,spacex,satellite_internet,leo,,VU,VU-SEE,Port-Vila,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::92/128,starlink,spacex,satellite_internet,leo,,NU,,Alofi,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::93/128,starlink,spacex,satellite_internet,leo,,NU,,Alofi,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::94/128,starlink,spacex,satellite_internet,leo,,NE,NE-8,Niamey,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::95/128,starlink,spacex,satellite_internet,leo,,NE,NE-8,Niamey,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::96/128,starlink,spacex,satellite_internet,leo,,VN,VN-SG,Saigon,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b054:100::97/128,starlink,spacex,satellite_internet,leo,,VN,VN-SG,Saigon,starlink_feed_csv,,,planned_not_announced,false,false,[geoip_valid prefix_only_in_geofeed bgp_not_announced pop_missing],0.925,0.600,2026-06-06,2026-08-12,2026-06-06T06:37:18Z,unchanged,,,,,,,
2620:134:b0ff::/48,starlink,spacex,satellite_internet,leo,14593,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-05-25,2026-08-12,,unchanged,,,,,,,
2620:57:4003::/48,bentley_walker,bentley_walker,satellite_internet,geo,39122,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.22.0/23,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.24.0/22,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.28.0/22,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.32.0/20,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.48.0/21,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.56.0/22,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
27.110.63.0/24,kvh,kvh,satellite_service_provider,mixed_satellite,10021,,,,,,,bgp_only,false,true,[prefix_only_in_bgp bgp_announced origin_asn_expected],0.970,0.000,2026-06-15,2026-08-12,2026-06-15T12:16:54Z,unchanged,,,,,,,
